﻿"INDEX_KEY","CRTR_YMD","CRTR_WEEK","DWK_NM","CTPV_CD","CTPV_NM","SGG_CD","SGG_NM","TMZN_CD","SEX_DV","AGRDE_CLS","REVISN_LIVE_PUL_CNT"
"LI122200010006LI122200010006270714906","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","8","19693.83569"
"LI122200010006LI122200010006270714907","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","9","15718.87942"
"LI122200010006LI122200010006270714908","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","13","7077.222213"
"LI122200010006LI122200010006270714909","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","7","17891.85007"
"LI122200010006LI122200010006270714910","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","5","MALE","5","10611.22283"
"LI122200010006LI122200010006270714911","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","1","6488.36432"
"LI122200010006LI122200010006270714912","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","5","9707.664587"
"LI122200010006LI122200010006270714913","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","4","8495.584624"
"LI122200010006LI122200010006270714914","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","5","MALE","9","16787.01503"
"LI122200010006LI122200010006270714915","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","13","MALE","11","10199.93395"
"LI122200010006LI122200010006270714916","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","2","19364.08997"
"LI122200010006LI122200010006270714917","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","7","25655.37034"
"LI122200010006LI122200010006270714918","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","17","MALE","4","9659.885747"
"LI122200010006LI122200010006270714919","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","13","MALE","5","10381.68759"
"LI122200010006LI122200010006270714920","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","1","6233.781536"
"LI122200010006LI122200010006270714921","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","2","20002.79441"
"LI122200010006LI122200010006270714922","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","11","MALE","14","9591.337649"
"LI122200010006LI122200010006270714923","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","8","19994.35564"
"LI122200010006LI122200010006270714924","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","8","18981.64417"
"LI122200010006LI122200010006270714925","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","4","MALE","11","10828.71472"
"LI122200010006LI122200010006270714926","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","14","13942.4811"
"LI122200010006LI122200010006270714927","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","4","9424.658536"
"LI122200010006LI122200010006270714928","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","5","MALE","10","14589.68869"
"LI122200010006LI122200010006270714929","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","1","MALE","4","9626.933336"
"LI122200010006LI122200010006270714930","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","4","8040.419566"
"LI122200010006LI122200010006270714931","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","12","MALE","5","11230.53314"
"LI122200010006LI122200010006270714932","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","11","9975.087968"
"LI122200010006LI122200010006270714933","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","9","MALE","10","15366.46007"
"LI122200010006LI122200010006270714934","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","8","19882.11238"
"LI122200010006LI122200010006270714935","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","4","8094.517378"
"LI122200010006LI122200010006270714936","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","7","18049.79971"
"LI122200010006LI122200010006270714937","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","20","MALE","9","16339.6175"
"LI122200010006LI122200010006270714938","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","18","MALE","6","12209.85519"
"LI122200010006LI122200010006270714939","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","14","14108.34568"
"LI122200010006LI122200010006270714940","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","6","13627.71428"
"LI122200010006LI122200010006270714941","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","14","13637.34891"
"LI122200010006LI122200010006270714942","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","4","MALE","13","6926.683148"
"LI122200010006LI122200010006270714943","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","6","12983.20129"
"LI122200010006LI122200010006270714944","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","17","MALE","4","9878.634953"
"LI122200010006LI122200010006270714945","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","21","MALE","10","26740.33369"
"LI122200010006LI122200010006270714946","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","23","MALE","5","10582.21045"
"LI122200010006LI122200010006270714947","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","5","10416.00168"
"LI122200010006LI122200010006270714948","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","14","MALE","2","18995.2268"
"LI122200010006LI122200010006270714949","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","2","19654.10791"
"LI122200010006LI122200010006270714950","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","13","6602.304763"
"LI122200010006LI122200010006270714951","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","10","MALE","12","10433.49756"
"LI122200010006LI122200010006270714952","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","23","MALE","7","16280.1887"
"LI122200010006LI122200010006270714953","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","8","MALE","1","6287.673253"
"LI122200010006LI122200010006270714954","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","4","8548.781502"
"LI122200010006LI122200010006270714955","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","19","MALE","4","10296.6857"
"LI122200010006LI122200010006270714956","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","3","20019.86951"
"LI122200010006LI122200010006270714957","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","7","MALE","10","15040.83131"
"LI122200010006LI122200010006270714958","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","12","9642.920284"
"LI122200010006LI122200010006270714959","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","1","6372.449962"
"LI122200010006LI122200010006270714960","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","18","MALE","13","6722.627198"
"LI122200010006LI122200010006270714961","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","9","MALE","4","9787.079893"
"LI122200010006LI122200010006270714962","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","2","19713.24078"
"LI122200010006LI122200010006270714963","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","5","MALE","6","12690.50329"
"LI122200010006LI122200010006270714964","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","6","13166.40099"
"LI122200010006LI122200010006270714965","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","2","MALE","4","10131.91553"
"LI122200010006LI122200010006270714966","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","14","13832.64049"
"LI122200010006LI122200010006270714967","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","9","16034.65194"
"LI122200010006LI122200010006270714968","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","8","MALE","6","12448.04225"
"LI122200010006LI122200010006270714969","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","7","17764.80491"
"LI122200010006LI122200010006270714970","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","2","18430.70279"
"LI122200010006LI122200010006270714971","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","11","9932.198675"
"LI122200010006LI122200010006270714972","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","14","MALE","3","18633.70246"
"LI122200010006LI122200010006270714973","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","11","MALE","6","12645.54905"
"LI122200010006LI122200010006270714974","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","10","MALE","1","5994.068882"
"LI122200010006LI122200010006270714975","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","17","MALE","1","5492.78153"
"LI122200010006LI122200010006270714976","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","12","MALE","8","17231.61885"
"LI122200010006LI122200010006270714977","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","4","MALE","5","9850.572388"
"LI122200010006LI122200010006270714978","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","6","13393.72987"
"LI122200010006LI122200010006270714979","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","14","13704.9391"
"LI122200010006LI122200010006270714980","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","16","MALE","12","8899.383506"
"LI122200010006LI122200010006270714981","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","3","21752.11618"
"LI122200010006LI122200010006270714982","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","2","MALE","13","6770.058849"
"LI122200010006LI122200010006270714983","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","5","MALE","6","12336.85207"
"LI122200010006LI122200010006270714984","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","16","MALE","5","10039.00645"
"LI122200010006LI122200010006270714985","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","9","15934.3613"
"LI122200010006LI122200010006270714986","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","12","MALE","10","14386.79567"
"LI122200010006LI122200010006270714987","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","11","MALE","11","10799.87102"
"LI122200010006LI122200010006270714988","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","1","6486.896424"
"LI122200010006LI122200010006270714989","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","16","MALE","11","10221.94336"
"LI122200010006LI122200010006270714990","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","17","MALE","6","11938.94838"
"LI122200010006LI122200010006270714991","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","20","MALE","3","20312.45183"
"LI122200010006LI122200010006270714992","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","10","12365.86689"
"LI122200010006LI122200010006270714993","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","21","MALE","13","6810.389285"
"LI122200010006LI122200010006270714994","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","2","17688.19119"
"LI122200010006LI122200010006270714995","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","12","MALE","4","9356.373055"
"LI122200010006LI122200010006270714996","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","10","12617.81432"
"LI122200010006LI122200010006270714997","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","12","10033.41305"
"LI122200010006LI122200010006270714998","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","3","18578.37847"
"LI122200010006LI122200010006270714999","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","20","MALE","6","12114.78322"
"LI122200010006LI122200010006270715000","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","5","MALE","9","17122.08218"
"LI122200010006LI122200010006270715001","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","8","17098.64814"
"LI122200010006LI122200010006270715002","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","3","18665.54274"
"LI122200010006LI122200010006270715003","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","3","19208.35899"
"LI122200010006LI122200010006270715004","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","7","17750.6757"
"LI122200010006LI122200010006270715005","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","13","7102.388886"
"LI122200010006LI122200010006270715006","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","8","MALE","14","9994.471104"
"LI122200010006LI122200010006270715007","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","4","MALE","7","15110.96884"
"LI122200010006LI122200010006270715008","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","19","MALE","7","15113.71689"
"LI122200010006LI122200010006270715009","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","18","MALE","4","9823.581994"
"LI122200010006LI122200010006270715010","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","13","MALE","4","10290.33412"
"LI122200010006LI122200010006270715011","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","3","19374.49222"
"LI122200010006LI122200010006270715012","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","21","MALE","7","15916.84726"
"LI122200010006LI122200010006270715013","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","9","15454.61606"
"LI122200010006LI122200010006270715014","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","1","5869.493465"
"LI122200010006LI122200010006270715015","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","3","MALE","7","16359.84181"
"LI122200010006LI122200010006270715016","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","23","MALE","1","5990.295736"
"LI122200010006LI122200010006270715017","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","9","15626.10164"
"LI122200010006LI122200010006270715018","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","14","MALE","12","10469.3647"
"LI122200010006LI122200010006270715019","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","2","17970.80699"
"LI122200010006LI122200010006270715020","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","22","MALE","4","9988.859633"
"LI122200010006LI122200010006270715021","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","2","19750.95462"
"LI122200010006LI122200010006270715022","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","9","15304.20268"
"LI122200010006LI122200010006270715023","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","8","19750.77321"
"LI122200010006LI122200010006270715024","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","1","6988.530996"
"LI122200010006LI122200010006270715025","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","23","MALE","6","11328.48611"
"LI122200010006LI122200010006270715026","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","1","5701.244396"
"LI122200010006LI122200010006270715027","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","2","MALE","5","9494.382201"
"LI122200010006LI122200010006270715028","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","5","9477.035063"
"LI122200010006LI122200010006270715029","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","10","13149.0811"
"LI122200010006LI122200010006270715030","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","7","MALE","13","7502.819853"
"LI122200010006LI122200010006270715031","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","2","MALE","6","12718.74969"
"LI122200010006LI122200010006270715032","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","10","13442.89653"
"LI122200010006LI122200010006270715033","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","14","13866.03888"
"LI122200010006LI122200010006270715034","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","12","9677.418116"
"LI122200010006LI122200010006270715035","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","3","MALE","6","13082.55529"
"LI122200010006LI122200010006270715036","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","15","MALE","11","11235.63933"
"LI122200010006LI122200010006270715037","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","2","MALE","2","18653.28207"
"LI122200010006LI122200010006270715038","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","8","18277.46785"
"LI122200010006LI122200010006270715039","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","3","MALE","14","9809.29285"
"LI122200010006LI122200010006270715040","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","6","13218.71994"
"LI122200010006LI122200010006270715041","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","11","9822.996257"
"LI122200010006LI122200010006270715042","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","9","MALE","14","10210.24668"
"LI122200010006LI122200010006270715043","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","8","19815.61082"
"LI122200010006LI122200010006270715044","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","8","20082.31459"
"LI122200010006LI122200010006270715045","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","9","16048.60446"
"LI122200010006LI122200010006270715046","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","14","13729.9593"
"LI122200010006LI122200010006270715047","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","2","19225.16643"
"LI122200010006LI122200010006270715048","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","5","MALE","5","10569.74928"
"LI122200010006LI122200010006270715049","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","14","13648.10341"
"LI122200010006LI122200010006270715050","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","6","12857.01972"
"LI122200010006LI122200010006270715051","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","23","MALE","4","9837.027763"
"LI122200010006LI122200010006270715052","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","8","MALE","6","12546.13202"
"LI122200010006LI122200010006270715053","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","5","MALE","6","11427.29894"
"LI122200010006LI122200010006270715054","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","8","19518.28679"
"LI122200010006LI122200010006270715055","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","7","15853.24138"
"LI122200010006LI122200010006270715056","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","4","8417.031544"
"LI122200010006LI122200010006270715057","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","12","10214.74828"
"LI122200010006LI122200010006270715058","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","6","13604.37002"
"LI122200010006LI122200010006270715059","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","17","MALE","8","16263.95385"
"LI122200010006LI122200010006270715060","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","12","9861.024292"
"LI122200010006LI122200010006270715061","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","11","9777.023838"
"LI122200010006LI122200010006270715062","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","15","MALE","9","16023.40332"
"LI122200010006LI122200010006270715063","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","14","MALE","10","14282.71761"
"LI122200010006LI122200010006270715064","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","18","MALE","2","19251.69499"
"LI122200010006LI122200010006270715065","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","4","8373.59384"
"LI122200010006LI122200010006270715066","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","5","9643.446151"
"LI122200010006LI122200010006270715067","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","1","6537.324276"
"LI122200010006LI122200010006270715068","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","3","MALE","4","10573.01645"
"LI122200010006LI122200010006270715069","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","14","13843.431"
"LI122200010006LI122200010006270715070","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","2","MALE","3","20179.39038"
"LI122200010006LI122200010006270715071","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","14","13982.66526"
"LI122200010006LI122200010006270715072","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","2","19579.47795"
"LI122200010006LI122200010006270715073","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","11","10081.89293"
"LI122200010006LI122200010006270715074","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","15","MALE","14","9839.511211"
"LI122200010006LI122200010006270715075","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","8","19756.50036"
"LI122200010006LI122200010006270715076","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","20","MALE","2","18606.56727"
"LI122200010006LI122200010006270715077","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","5","10229.40583"
"LI122200010006LI122200010006270715078","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","9","14939.26448"
"LI122200010006LI122200010006270715079","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","8","MALE","14","9972.279978"
"LI122200010006LI122200010006270715080","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","3","19291.31009"
"LI122200010006LI122200010006270715081","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","11","9624.776435"
"LI122200010006LI122200010006270715082","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","11","MALE","13","7193.882113"
"LI122200010006LI122200010006270715083","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","8","MALE","4","9833.629007"
"LI122200010006LI122200010006270715084","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","5","MALE","11","10792.08082"
"LI122200010006LI122200010006270715085","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","8","18500.01079"
"LI122200010006LI122200010006270715086","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","7","16216.29625"
"LI122200010006LI122200010006270715087","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","13","7208.748977"
"LI122200010006LI122200010006270715088","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","5","MALE","4","9194.40445"
"LI122200010006LI122200010006270715089","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","13","7228.683858"
"LI122200010006LI122200010006270715090","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","13","7254.753902"
"LI122200010006LI122200010006270715091","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","1","6565.438037"
"LI122200010006LI122200010006270715092","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","17","MALE","10","13668.85984"
"LI122200010006LI122200010006270715093","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","22","MALE","14","9647.103397"
"LI122200010006LI122200010006270715094","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","17","MALE","13","6414.423176"
"LI122200010006LI122200010006270715095","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","7","17750.72086"
"LI122200010006LI122200010006270715096","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","13","7049.233666"
"LI122200010006LI122200010006270715097","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","7","15115.1946"
"LI122200010006LI122200010006270715098","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","6","MALE","11","11284.77214"
"LI122200010006LI122200010006270715099","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","7","MALE","8","18413.59703"
"LI122200010006LI122200010006270715100","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","8","19537.82616"
"LI122200010006LI122200010006270715101","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","14","MALE","13","7241.556844"
"LI122200010006LI122200010006270715102","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","6","13463.99233"
"LI122200010006LI122200010006270715103","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","10","12890.17155"
"LI122200010006LI122200010006270715104","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","11","MALE","12","9648.779757"
"LI122200010006LI122200010006270715105","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","6","13656.06008"
"LI122200010006LI122200010006270715106","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","15","MALE","6","12388.95725"
"LI122200010006LI122200010006270715107","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","14","13975.93298"
"LI122200010006LI122200010006270715108","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","10","MALE","10","14474.58576"
"LI122200010006LI122200010006270715109","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","11","9695.995041"
"LI122200010006LI122200010006270715110","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","6","13968.76698"
"LI122200010006LI122200010006270715111","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","1","6920.904076"
"LI122200010006LI122200010006270715112","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","8","MALE","1","6260.549009"
"LI122200010006LI122200010006270715113","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","8","19550.29637"
"LI122200010006LI122200010006270715114","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","3","MALE","13","6745.545754"
"LI122200010006LI122200010006270715115","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","2","MALE","14","9847.182946"
"LI122200010006LI122200010006270715116","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","22","MALE","7","15855.89369"
"LI122200010006LI122200010006270715117","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","5","MALE","8","18310.54618"
"LI122200010006LI122200010006270715118","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","9","15186.90635"
"LI122200010006LI122200010006270715119","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","11","10368.1504"
"LI122200010006LI122200010006270715120","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","6","13622.12682"
"LI122200010006LI122200010006270715121","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","5","MALE","10","14628.8074"
"LI122200010006LI122200010006270715122","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","18","MALE","10","14199.1825"
"LI122200010006LI122200010006270715123","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","15","MALE","12","10583.03733"
"LI122200010006LI122200010006270715124","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","22","MALE","9","17141.33879"
"LI122200010006LI122200010006270715125","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","6","13384.90226"
"LI122200010006LI122200010006270715126","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","2","MALE","13","6730.328113"
"LI122200010006LI122200010006270715127","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","12","10406.46444"
"LI122200010006LI122200010006270715128","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","8","19401.20102"
